interaction_id,user_id,movie_id,watch_date,watch_duration_minutes,completed,user_rating,device_type
I030520,U02589,M04470,2026-07-02,121,True,2,Mobile
I030521,U01926,M00193,2024-03-24,103,True,4,Mobile
I030522,U02188,M00937,2025-10-07,19,False,3,Smart TV
I030523,U01560,M04114,2026-02-18,7,False,2,Mobile
I030524,U02530,M00807,2023-02-23,116,True,3,Firestick
I030525,U00516,M01466,2023-03-16,10,True,2,Smart TV
I030526,U02853,M07449,2026-04-17,49,False,4,Mobile
I030527,U00926,M07748,2026-03-24,156,True,3,Smart TV
I030528,U00320,M04521,2025-08-20,52,True,5,Smart TV
I030529,U02990,M03823,2026-06-27,22,True,4,Mobile
I030530,U02106,M04721,2026-06-13,21,True,5,Laptop
I030531,U02790,M06572,2023-06-04,100,True,2,Smart TV
I030532,U00877,M00489,2023-06-11,51,False,3,Smart TV
I030533,U01170,M08099,2025-08-16,134,True,3,Mobile
I030534,U00785,M05132,2025-02-02,147,True,4,Mobile
I030535,U00067,M03727,2024-05-26,112,True,5,Firestick
I030536,U01134,M08097,2025-10-02,39,False,2,Smart TV
I030537,U01553,M02062,2025-03-18,107,True,3,Smart TV
I030538,U01455,M01196,2024-03-30,121,True,3,Smart TV
I030539,U02698,M06185,2026-05-24,85,True,3,Laptop
I030540,U02217,M05476,2026-04-03,157,True,4,Mobile
I030541,U00278,M07159,2025-04-26,19,False,4,Laptop
I030542,U01307,M02975,2026-05-14,149,True,2,Firestick
I030543,U02227,M05699,2025-04-12,100,True,2,Mobile
I030544,U02277,M02300,2025-10-25,104,True,4,Mobile
I030545,U02210,M00324,2023-01-14,135,True,3,Mobile
I030546,U01453,M06290,2025-06-04,135,True,4,Mobile
I030547,U01318,M04902,2025-12-03,119,True,3,Laptop
I030548,U02442,M05490,2023-06-06,116,True,4,Mobile
I030549,U00225,M03915,2026-04-09,119,False,4,Mobile
I030550,U01267,M06381,2024-09-17,80,True,3,Mobile
I030551,U01959,M00736,2024-01-28,50,False,2,Mobile
I030552,U01106,M05167,2026-04-09,145,True,2,Mobile
I030553,U00043,M05167,2023-09-04,145,True,4,Mobile
I030554,U00821,M03646,2026-07-14,44,False,4,Mobile
I030555,U01378,M05644,2025-01-16,76,False,5,Mobile
I030556,U00083,M00071,2026-03-27,123,True,3,Tablet
I030557,U01426,M03517,2025-05-29,127,True,4,Mobile
I030558,U02698,M07284,2026-05-02,60,False,1,Laptop
I030559,U00679,M06038,2026-04-27,28,False,4,Mobile
I030560,U00853,M06905,2024-07-26,43,False,4,Laptop
I030561,U01157,M03948,2023-10-11,88,True,3,Smart TV
I030562,U02978,M00078,2026-07-12,52,False,2,Laptop
I030563,U00701,M03770,2024-03-04,143,True,3,Mobile
I030564,U00136,M01978,2026-04-10,99,True,3,Smart TV
I030565,U00290,M04608,2024-11-07,148,True,4,Mobile
I030566,U00531,M05096,2024-05-06,160,True,3,Mobile
I030567,U01816,M00434,2026-01-15,90,True,3,Smart TV
I030568,U00047,M03096,2025-06-14,137,True,3,Smart TV
I030569,U00609,M05174,2025-10-16,166,True,4,Firestick
I030570,U00537,M07293,2023-08-17,179,True,3,Smart TV
I030571,U01781,M05089,2024-05-20,125,True,3,Mobile
I030572,U02787,M00894,2026-01-30,126,True,2,Mobile
I030573,U01471,M03265,2024-01-08,78,True,3,Laptop
I030574,U00229,M05591,2026-07-15,63,False,4,Laptop
I030575,U00697,M01841,2024-10-27,84,False,3,Firestick
I030576,U02079,M03437,2025-10-06,102,True,4,Tablet
I030577,U00366,M00867,2026-04-06,148,True,2,Tablet
I030578,U01335,M03378,2025-05-27,122,True,3,Mobile
I030579,U02889,M00381,2024-06-04,5,False,2,Firestick
I030580,U00043,M01473,2025-09-06,31,False,3,Laptop
I030581,U01572,M06660,2025-02-18,134,True,2,Smart TV
I030582,U02812,M04116,2024-11-17,37,False,5,Tablet
I030583,U01187,M07344,2024-01-26,78,False,4,Smart TV
I030584,U00231,M06467,2024-04-09,119,True,1,Laptop
I030585,U01020,M07552,2023-03-25,129,True,5,Mobile
I030586,U00934,M02938,2025-11-15,86,True,5,Mobile
I030587,U00698,M05761,2025-10-14,120,True,5,Firestick
I030588,U00545,M03623,2025-03-29,101,True,2,Mobile
I030589,U00203,M04284,2025-11-13,114,True,4,Mobile
I030590,U00648,M04542,2025-09-25,45,False,4,Smart TV
I030591,U00470,M03003,2025-11-20,171,True,4,Mobile
I030592,U00898,M06158,2026-03-19,31,False,2,Mobile
I030593,U00504,M07633,2026-06-23,136,True,2,Smart TV
I030594,U02571,M07838,2024-10-16,124,True,3,Tablet
I030595,U01161,M06101,2026-06-26,139,True,3,Smart TV
I030596,U00141,M05997,2024-12-06,19,False,3,Mobile
I030597,U00891,M06843,2025-08-16,136,True,3,Tablet
I030598,U01461,M03834,2025-03-28,115,False,4,Smart TV
I030599,U01346,M04636,2026-02-19,147,True,3,Mobile
I030600,U01588,M01432,2025-12-18,31,False,2,Smart TV
I030601,U02174,M05206,2026-04-14,129,True,3,Smart TV
I030602,U00103,M02324,2025-03-07,19,False,3,Mobile
I030603,U01983,M04762,2024-09-03,97,True,3,Smart TV
I030604,U00113,M08046,2025-05-26,46,False,2,Smart TV
I030605,U00341,M05905,2024-10-13,22,True,3,Mobile
I030606,U01104,M00053,2024-01-10,129,True,2,Mobile
I030607,U02427,M04527,2025-01-07,128,True,4,Firestick
I030608,U02836,M04997,2026-04-03,137,True,5,Mobile
I030609,U01133,M04081,2025-01-15,79,False,4,Smart TV
I030610,U00842,M01708,2026-03-27,75,False,3,Laptop
I030611,U01843,M05192,2024-11-17,10,False,2,Mobile
I030612,U02677,M06737,2026-01-01,95,True,3,Tablet
I030613,U00640,M03271,2024-11-12,105,False,4,Mobile
I030614,U00407,M03922,2026-06-23,22,False,3,Mobile
I030615,U01444,M02274,2026-06-20,107,False,3,Mobile
I030616,U02655,M08012,2026-05-01,139,True,3,Laptop
I030617,U02289,M00318,2024-10-25,139,True,3,Smart TV
I030618,U00325,M01349,2026-02-25,87,True,4,Smart TV
I030619,U02808,M05345,2026-05-24,110,True,3,Mobile
I030620,U00366,M05142,2025-08-22,162,True,4,Smart TV
I030621,U01263,M00942,2026-04-13,51,False,3,Mobile
I030622,U02047,M05919,2023-02-14,151,True,4,Mobile
I030623,U00299,M08045,2024-09-30,136,True,4,Mobile
I030624,U02456,M01409,2024-10-12,135,True,2,Mobile
I030625,U02091,M03562,2024-06-04,24,False,3,Firestick
I030626,U01296,M07533,2026-06-15,144,True,3,Firestick
I030627,U02196,M02160,2023-02-10,110,True,3,Mobile
I030628,U02082,M07792,2024-10-07,23,False,3,Mobile
I030629,U02248,M02425,2024-04-20,154,True,5,Mobile
I030630,U00801,M05354,2025-07-02,117,True,2,Laptop
I030631,U01117,M00058,2023-12-25,88,False,4,Mobile
I030632,U01164,M06663,2025-07-31,14,False,5,Mobile
I030633,U00017,M08005,2024-06-17,105,True,3,Tablet
I030634,U00676,M02788,2026-06-17,80,False,4,Smart TV
I030635,U01724,M05328,2026-06-11,94,True,2,Smart TV
I030636,U01804,M00719,2026-07-08,122,True,3,Mobile
I030637,U02499,M02533,2024-09-05,26,False,3,Firestick
I030638,U02670,M04607,2025-02-13,71,False,2,Smart TV
I030639,U00937,M04321,2026-05-27,33,False,3,Smart TV
I030640,U02738,M07455,2026-04-05,144,True,2,Mobile
I030641,U02052,M03291,2026-07-04,40,False,3,Smart TV
I030642,U02392,M07549,2024-12-26,146,True,3,Mobile
I030643,U02644,M07135,2024-09-14,116,True,2,Mobile
I030644,U02563,M03844,2023-10-21,87,True,2,Mobile
I030645,U02740,M07929,2026-05-02,135,True,3,Laptop
I030646,U02650,M02282,2026-04-16,89,False,3,Firestick
I030647,U01636,M07845,2023-05-01,119,True,4,Mobile
I030648,U02656,M05905,2025-07-24,4,False,3,Laptop
I030649,U02379,M00750,2024-08-10,145,True,3,Mobile
I030650,U01387,M03694,2025-01-04,98,True,4,Mobile
I030651,U02994,M07097,2023-11-08,141,True,1,Mobile
I030652,U01438,M05407,2025-11-17,32,False,5,Mobile
I030653,U01576,M05399,2025-07-28,10,False,3,Laptop
I030654,U02794,M07745,2025-02-05,90,True,2,Mobile
I030655,U02747,M02526,2026-05-13,149,True,2,Mobile
I030656,U02645,M03689,2025-12-29,119,True,4,Mobile
I030657,U00313,M04333,2026-06-17,163,True,5,Mobile
I030658,U00126,M01705,2026-05-01,152,True,2,Firestick
I030659,U01055,M00115,2024-05-09,135,True,4,Mobile
I030660,U02347,M04968,2026-06-01,121,True,4,Laptop
I030661,U00926,M04112,2026-04-19,55,False,3,Tablet
I030662,U02995,M00032,2026-04-17,116,True,1,Firestick
I030663,U01886,M03422,2026-03-04,111,True,4,Mobile
I030664,U02765,M03314,2024-06-17,102,False,3,Mobile
I030665,U00813,M00954,2023-05-27,148,True,4,Mobile
I030666,U01879,M07751,2024-10-14,105,True,3,Smart TV
I030667,U02692,M06486,2025-11-16,32,False,4,Mobile
I030668,U01184,M07334,2023-04-10,122,True,4,Mobile
I030669,U02511,M00734,2026-05-14,132,True,3,Smart TV
I030670,U02390,M04889,2026-01-16,105,True,2,Smart TV
I030671,U00316,M02792,2025-07-09,108,True,4,Mobile
I030672,U00635,M05941,2024-12-31,37,False,4,Mobile
I030673,U01540,M05427,2026-02-11,52,True,3,Mobile
I030674,U01230,M02835,2023-10-01,125,True,4,Mobile
I030675,U02772,M06039,2025-08-29,55,False,4,Tablet
I030676,U01147,M03966,2025-11-18,109,True,4,Tablet
I030677,U02750,M04088,2023-11-03,84,False,5,Laptop
I030678,U00339,M03405,2025-01-31,87,True,4,Firestick
I030679,U00867,M00996,2026-01-16,52,True,3,Firestick
I030680,U01149,M00084,2025-06-06,123,False,3,Firestick
I030681,U02030,M04244,2024-11-28,117,True,4,Laptop
I030682,U01279,M04891,2026-01-10,103,True,3,Smart TV
I030683,U00005,M01271,2025-07-17,52,False,4,Mobile
I030684,U02900,M06885,2025-10-13,157,True,4,Mobile
I030685,U02892,M04031,2025-06-24,132,True,3,Mobile
I030686,U02347,M06193,2025-06-09,117,True,2,Mobile
I030687,U01750,M04372,2025-12-05,125,True,3,Tablet
I030688,U02649,M03239,2024-08-26,87,False,1,Firestick
I030689,U01603,M06511,2026-01-10,169,True,3,Mobile
I030690,U01393,M04166,2025-11-22,116,True,4,Firestick
I030691,U00419,M07067,2025-05-28,61,False,3,Laptop
I030692,U02628,M05640,2026-06-30,91,True,3,Laptop
I030693,U00552,M04523,2025-11-06,153,True,3,Mobile
I030694,U02715,M00206,2025-06-02,118,True,3,Laptop
I030695,U00132,M06399,2025-04-28,150,True,4,Mobile
I030696,U02677,M07752,2026-02-10,131,True,4,Laptop
I030697,U01059,M01265,2025-03-23,44,False,4,Mobile
I030698,U02948,M06543,2026-03-17,114,True,3,Laptop
I030699,U01723,M04889,2024-07-16,105,True,3,Mobile
I030700,U02990,M02781,2024-11-21,154,True,4,Laptop
I030701,U00254,M04035,2025-01-11,81,False,2,Tablet
I030702,U02756,M07153,2025-02-28,72,False,1,Smart TV
I030703,U00549,M07158,2026-07-14,53,False,4,Mobile
I030704,U00092,M01212,2023-06-09,126,False,4,Smart TV
I030705,U02826,M02266,2026-02-07,117,True,2,Firestick
I030706,U00730,M02706,2026-04-22,135,True,4,Laptop
I030707,U01390,M05959,2026-05-24,129,True,4,Mobile
I030708,U00552,M04788,2025-10-11,134,True,3,Smart TV
I030709,U01538,M02269,2026-01-04,121,True,2,Mobile
I030710,U02024,M01952,2026-05-21,119,True,4,Smart TV
I030711,U01807,M05033,2026-03-17,107,True,2,Mobile
I030712,U02762,M03138,2025-06-19,95,True,4,Smart TV
I030713,U01898,M01441,2026-06-24,124,True,3,Tablet
I030714,U00797,M00541,2024-03-13,103,True,2,Mobile
I030715,U01262,M07491,2024-06-30,14,False,3,Smart TV
I030716,U02175,M04401,2026-04-29,178,True,3,Mobile
I030717,U00203,M04006,2026-07-06,90,True,5,Firestick
I030718,U02467,M00333,2025-12-01,160,True,3,Smart TV
I030719,U02150,M05070,2025-01-20,158,True,3,Mobile
I030720,U01360,M01433,2025-05-23,100,False,4,Mobile
I030721,U00619,M00201,2025-07-15,30,False,3,Laptop
I030722,U00016,M01182,2024-03-01,28,False,1,Laptop
I030723,U00615,M02488,2026-03-02,169,True,2,Firestick
I030724,U02372,M08085,2026-05-12,5,False,3,Mobile
I030725,U00014,M08011,2025-07-08,73,False,3,Mobile
I030726,U00584,M04277,2025-10-05,122,True,3,Firestick
I030727,U00030,M05002,2025-06-25,56,True,3,Mobile
I030728,U02904,M03088,2026-02-07,139,True,1,Smart TV
I030729,U01766,M02111,2024-05-23,142,True,3,Firestick
I030730,U02984,M01396,2026-01-07,94,True,2,Mobile
I030731,U02075,M01289,2024-03-11,27,True,4,Laptop
I030732,U01762,M03611,2025-03-23,75,False,3,Firestick
I030733,U02891,M00944,2024-06-27,13,False,5,Mobile
I030734,U02471,M05897,2025-11-05,33,False,3,Mobile
I030735,U00152,M04615,2025-10-19,6,False,1,Mobile
I030736,U02832,M05645,2026-06-27,136,True,3,Mobile
I030737,U02942,M02534,2026-06-05,26,True,3,Smart TV
I030738,U02194,M05818,2025-04-29,182,True,5,Mobile
I030739,U00760,M01166,2026-06-04,134,True,3,Laptop
I030740,U02587,M03024,2024-03-03,76,False,3,Mobile
I030741,U00334,M02063,2026-03-24,15,False,4,Mobile
I030742,U00320,M03497,2025-01-28,144,True,3,Smart TV
I030743,U00731,M01899,2025-12-13,89,True,3,Smart TV
I030744,U01100,M00752,2025-06-16,148,True,5,Tablet
I030745,U00322,M05106,2026-07-15,134,True,4,Firestick
I030746,U02939,M08045,2025-12-18,136,True,3,Tablet
I030747,U00721,M01329,2025-10-21,151,True,3,Mobile
I030748,U01996,M01585,2025-11-18,172,True,3,Firestick
I030749,U01638,M01068,2026-05-18,43,True,5,Mobile
I030750,U01283,M05063,2025-10-31,19,False,4,Smart TV
I030751,U00759,M00258,2026-01-08,53,False,3,Laptop
I030752,U01609,M06584,2025-02-07,143,True,2,Smart TV
I030753,U01830,M00298,2025-07-04,138,True,5,Smart TV
I030754,U01766,M02388,2025-11-14,5,False,3,Smart TV
I030755,U02816,M04159,2025-08-18,137,True,3,Mobile
I030756,U00761,M03826,2024-03-29,120,True,5,Mobile
I030757,U02251,M06542,2026-03-14,148,True,3,Mobile
I030758,U02323,M05885,2025-04-28,5,True,4,Smart TV
I030759,U00365,M06001,2024-10-19,25,True,2,Smart TV
I030760,U01003,M03282,2024-09-18,15,False,1,Laptop
I030761,U02302,M03914,2025-08-13,90,True,2,Laptop
I030762,U00041,M00107,2024-08-07,101,True,4,Smart TV
I030763,U01404,M00283,2023-04-19,170,True,4,Smart TV
I030764,U01443,M04893,2025-11-05,33,False,3,Firestick
I030765,U02030,M07574,2026-03-21,7,False,4,Mobile
I030766,U00658,M05050,2025-07-02,125,True,3,Mobile
I030767,U00059,M02452,2026-03-25,158,True,5,Mobile
I030768,U00532,M00828,2026-07-15,164,True,2,Laptop
I030769,U00210,M04685,2026-06-29,158,True,4,Mobile
I030770,U02226,M07905,2026-01-20,89,True,3,Laptop
I030771,U00459,M04242,2026-07-14,113,True,3,Mobile
I030772,U00496,M02848,2025-12-08,26,False,3,Smart TV
I030773,U02790,M07443,2026-03-21,118,True,5,Mobile
I030774,U01444,M03337,2026-06-25,91,True,2,Mobile
I030775,U00204,M01939,2025-10-08,95,True,4,Smart TV
I030776,U02844,M02628,2026-07-13,73,False,4,Mobile
I030777,U01111,M04975,2023-12-09,113,True,2,Smart TV
I030778,U02161,M03347,2026-03-26,105,True,3,Mobile
I030779,U00995,M02126,2025-07-04,145,True,5,Tablet
I030780,U02536,M03086,2026-06-14,129,True,4,Laptop
I030781,U02300,M01398,2026-04-04,91,False,3,Mobile
I030782,U01180,M06019,2023-07-13,86,False,4,Mobile
I030783,U00346,M04073,2025-12-15,14,False,5,Smart TV
I030784,U02499,M04761,2024-11-26,99,True,4,Mobile
I030785,U01753,M02165,2026-06-27,90,True,3,Laptop
I030786,U02032,M01604,2023-09-24,118,True,2,Firestick
I030787,U02847,M06452,2026-07-03,71,True,4,Mobile
I030788,U01464,M03227,2025-11-14,49,False,2,Firestick
I030789,U01733,M00799,2024-12-15,118,False,4,Mobile
I030790,U00998,M01944,2026-03-05,15,False,1,Mobile
I030791,U01524,M08125,2025-12-31,49,False,3,Smart TV
I030792,U02818,M05663,2023-10-26,103,True,3,Smart TV
I030793,U01256,M05665,2026-02-18,122,True,3,Tablet
I030794,U00865,M05044,2025-09-26,141,True,2,Firestick
I030795,U02933,M08007,2024-03-15,161,True,3,Mobile
I030796,U02253,M04931,2026-06-17,167,True,4,Mobile
I030797,U02303,M03323,2025-06-19,67,False,3,Mobile
I030798,U00383,M00023,2026-02-05,96,False,3,Firestick
I030799,U02226,M06465,2026-07-03,72,False,3,Laptop
I030800,U00513,M03770,2025-12-19,66,False,3,Tablet
I030801,U01412,M06293,2025-09-01,124,True,3,Smart TV
I030802,U00034,M06354,2026-01-17,92,True,2,Tablet
I030803,U01747,M07364,2026-05-09,111,True,5,Laptop
I030804,U02946,M02543,2024-12-04,27,False,3,Mobile
I030805,U01871,M02032,2025-07-16,111,True,3,Mobile
I030806,U00899,M08076,2026-07-07,43,False,3,Laptop
I030807,U00528,M02793,2026-04-30,112,False,3,Smart TV
I030808,U02376,M05583,2025-11-17,86,True,2,Tablet
I030809,U00663,M03379,2025-12-11,60,True,3,Smart TV
I030810,U00995,M06740,2025-11-01,139,True,1,Firestick
I030811,U00364,M01625,2026-06-14,115,True,2,Mobile
I030812,U02144,M00152,2026-02-14,169,True,4,Mobile
I030813,U01807,M03777,2023-11-11,129,True,4,Firestick
I030814,U02630,M06597,2025-05-15,149,True,2,Mobile
I030815,U00748,M03274,2025-10-27,125,False,4,Laptop
I030816,U00958,M06470,2025-08-11,151,True,4,Firestick
I030817,U00967,M01613,2026-03-19,118,False,3,Laptop
I030818,U00948,M08057,2026-01-13,43,False,4,Mobile
I030819,U02523,M04964,2026-06-25,48,True,4,Smart TV
I030820,U01958,M03088,2024-09-07,110,False,2,Mobile
I030821,U01014,M02175,2024-03-24,55,False,2,Firestick
I030822,U02081,M05826,2025-11-24,155,True,4,Mobile
I030823,U00115,M04421,2025-11-21,125,True,3,Mobile
I030824,U00864,M05231,2026-03-05,82,False,4,Tablet
I030825,U02107,M06050,2024-05-19,123,True,3,Smart TV
I030826,U02281,M03504,2025-03-11,51,False,4,Mobile
I030827,U00419,M04977,2025-04-24,113,True,4,Tablet
I030828,U00289,M06802,2024-04-21,101,True,3,Firestick
I030829,U01452,M05479,2024-10-05,47,False,5,Smart TV
I030830,U00725,M00160,2024-08-15,121,True,3,Laptop
I030831,U00616,M04281,2026-01-09,116,True,3,Mobile
I030832,U00048,M05786,2026-04-08,101,True,4,Tablet
I030833,U02237,M06379,2023-05-08,137,True,4,Mobile
I030834,U00585,M05788,2026-02-10,129,False,4,Laptop
I030835,U02880,M04244,2026-06-21,43,False,4,Mobile
I030836,U00456,M03343,2026-06-27,28,False,4,Firestick
I030837,U02877,M00431,2025-01-13,114,False,2,Tablet
I030838,U02415,M07603,2024-03-05,120,True,4,Firestick
I030839,U02247,M02940,2026-03-25,9,False,4,Mobile
I030840,U02509,M04637,2025-11-02,69,False,5,Smart TV
I030841,U00311,M06679,2026-02-01,150,True,3,Tablet
I030842,U00700,M04380,2023-03-14,47,False,4,Tablet
I030843,U01256,M06641,2026-02-10,177,True,5,Firestick
I030844,U01072,M01736,2026-04-23,124,True,4,Smart TV
I030845,U02696,M00293,2025-12-20,57,False,4,Tablet
I030846,U01688,M01280,2026-07-05,42,False,4,Mobile
I030847,U00405,M06871,2026-04-16,109,True,3,Mobile
I030848,U00796,M05947,2026-03-25,102,True,1,Tablet
I030849,U00403,M00572,2026-06-12,153,True,2,Laptop
I030850,U02048,M07993,2024-09-08,77,True,4,Mobile
I030851,U02579,M06105,2024-06-06,141,True,4,Mobile
I030852,U00472,M03034,2026-03-03,138,True,2,Smart TV
I030853,U00613,M00480,2025-03-20,142,True,3,Smart TV
I030854,U00024,M02558,2025-04-12,99,True,3,Mobile
I030855,U00373,M00053,2022-11-05,129,True,2,Mobile
I030856,U02208,M03763,2024-07-15,103,True,2,Smart TV
I030857,U00257,M00252,2025-09-27,96,True,5,Smart TV
I030858,U02703,M05541,2026-01-12,141,True,2,Tablet
I030859,U01605,M01092,2025-10-16,68,False,3,Mobile
I030860,U02033,M03060,2026-04-03,57,False,3,Firestick
I030861,U00642,M06096,2025-10-23,102,True,2,Mobile
I030862,U02052,M03484,2026-07-13,150,True,3,Firestick
I030863,U01742,M05737,2026-06-26,156,True,1,Smart TV
I030864,U01680,M05639,2023-04-10,26,False,1,Mobile
I030865,U00486,M06619,2024-03-08,42,False,4,Smart TV
I030866,U00835,M06061,2026-06-11,144,True,4,Smart TV
I030867,U00751,M01767,2026-07-04,124,True,3,Smart TV
I030868,U02762,M06537,2025-10-12,150,True,2,Laptop
I030869,U01900,M04526,2023-12-27,124,True,2,Laptop
I030870,U00958,M00603,2025-10-31,37,False,2,Laptop
I030871,U01387,M00833,2025-10-28,155,True,3,Mobile
I030872,U00740,M02433,2024-03-29,135,True,3,Mobile
I030873,U02675,M05888,2026-02-27,89,False,3,Smart TV
I030874,U00098,M06884,2025-07-25,19,False,3,Firestick
I030875,U01302,M00333,2026-05-31,142,False,4,Mobile
I030876,U00862,M00886,2026-05-23,143,True,3,Mobile
I030877,U01150,M08023,2025-12-16,140,True,3,Mobile
I030878,U01950,M00681,2024-08-13,9,False,4,Mobile
I030879,U00654,M01228,2025-04-25,133,True,3,Smart TV
I030880,U01580,M00555,2026-03-13,118,True,2,Mobile
I030881,U01851,M07237,2026-04-22,120,True,3,Smart TV
I030882,U00172,M00821,2025-08-20,137,True,3,Mobile
I030883,U02295,M05283,2025-09-07,64,False,2,Mobile
I030884,U02863,M01522,2026-05-06,119,True,4,Mobile
I030885,U00758,M06509,2026-06-27,169,True,5,Tablet
I030886,U00288,M02763,2025-03-22,110,True,4,Smart TV
I030887,U02290,M04565,2025-03-23,122,True,3,Laptop
I030888,U00823,M05773,2023-08-11,95,True,3,Mobile
I030889,U01741,M01253,2026-02-01,97,True,4,Mobile
I030890,U01857,M01145,2025-06-28,141,True,3,Smart TV
I030891,U00810,M06234,2022-11-18,122,True,4,Mobile
I030892,U00615,M01142,2026-03-15,130,True,5,Laptop
I030893,U01364,M07777,2025-08-20,134,True,4,Firestick
I030894,U02068,M06497,2025-03-25,93,False,2,Mobile
I030895,U02201,M02735,2025-11-01,107,False,4,Smart TV
I030896,U00670,M05189,2026-05-06,16,True,4,Smart TV
I030897,U01126,M05323,2026-06-26,130,True,4,Mobile
I030898,U02388,M04851,2025-04-28,132,True,2,Mobile
I030899,U00439,M05106,2026-07-12,134,True,4,Mobile
I030900,U01082,M02599,2025-03-01,141,True,2,Mobile
I030901,U00079,M06363,2026-01-05,103,True,3,Mobile
I030902,U02015,M03370,2025-05-25,77,True,4,Mobile
I030903,U00460,M05314,2025-06-12,60,True,3,Firestick
I030904,U00190,M02774,2024-02-04,120,True,4,Mobile
I030905,U01376,M00524,2026-07-13,22,False,3,Smart TV
I030906,U01620,M06909,2026-06-26,182,True,3,Mobile
I030907,U02967,M06856,2026-02-11,97,True,4,Laptop
I030908,U01762,M04733,2026-04-02,156,True,2,Mobile
I030909,U01939,M03010,2025-07-31,83,False,3,Mobile
I030910,U02215,M00432,2024-05-30,35,False,3,Firestick
I030911,U02259,M03712,2025-09-09,56,False,2,Mobile
I030912,U02017,M00592,2023-09-01,66,False,3,Mobile
I030913,U00981,M03496,2026-05-06,109,True,4,Mobile
I030914,U00449,M00420,2026-03-15,100,True,3,Laptop
I030915,U01802,M03390,2026-01-01,139,True,2,Mobile
I030916,U02437,M01099,2026-04-26,128,True,3,Mobile
I030917,U01882,M00268,2026-06-30,13,False,4,Smart TV
I030918,U01808,M07733,2024-09-23,28,False,3,Laptop
I030919,U02077,M03338,2026-02-28,88,True,4,Tablet
I030920,U00963,M00742,2026-06-09,67,False,2,Mobile
I030921,U01467,M04595,2024-05-22,54,True,2,Mobile
I030922,U02220,M05059,2025-12-26,115,False,4,Laptop
I030923,U02938,M02366,2026-02-28,26,False,3,Laptop
I030924,U02187,M00226,2025-05-21,28,False,4,Tablet
I030925,U01566,M02268,2026-01-09,96,True,3,Smart TV
I030926,U01595,M07600,2025-12-14,133,True,3,Mobile
I030927,U02255,M04968,2026-06-14,121,True,3,Tablet
I030928,U02028,M05922,2024-08-01,11,False,3,Firestick
I030929,U02904,M00366,2026-06-29,146,True,3,Mobile
I030930,U00668,M03372,2025-12-16,11,False,4,Smart TV
I030931,U02899,M05370,2025-06-14,148,True,2,Firestick
I030932,U00836,M05983,2023-01-26,58,False,4,Smart TV
I030933,U02399,M02360,2026-06-29,10,False,5,Tablet
I030934,U01753,M06605,2025-04-19,22,False,4,Mobile
I030935,U00274,M05630,2026-01-11,93,True,4,Firestick
I030936,U00387,M03394,2026-06-23,99,False,2,Mobile
I030937,U02176,M02723,2026-06-29,9,False,1,Smart TV
I030938,U01089,M03390,2025-04-03,84,False,4,Mobile
I030939,U02803,M05437,2026-05-25,142,True,3,Smart TV
I030940,U00595,M00124,2026-04-11,68,True,4,Mobile
I030941,U00239,M04094,2026-03-07,154,True,3,Mobile
I030942,U01428,M03758,2025-05-03,133,True,3,Smart TV
I030943,U02247,M01272,2026-04-10,55,False,2,Mobile
I030944,U00547,M07609,2026-04-21,116,True,3,Smart TV
I030945,U01833,M05291,2026-04-18,138,True,3,Mobile
I030946,U02408,M00846,2024-08-05,75,True,3,Tablet
I030947,U01152,M04404,2025-09-10,26,False,3,Mobile
I030948,U02002,M00369,2026-05-27,98,True,4,Mobile
I030949,U01945,M01066,2026-05-15,158,True,2,Mobile
I030950,U02372,M03131,2026-06-24,98,True,4,Smart TV
I030951,U01535,M07925,2026-04-01,52,True,3,Firestick
I030952,U00030,M07144,2025-06-29,113,True,4,Mobile
I030953,U02353,M05277,2025-09-01,140,True,3,Tablet
I030954,U00709,M06538,2025-12-25,60,False,5,Laptop
I030955,U02484,M03537,2023-03-11,96,True,3,Mobile
I030956,U02260,M02769,2025-07-19,29,False,3,Mobile
I030957,U02857,M08020,2026-03-26,127,True,4,Laptop
I030958,U01025,M06808,2025-12-14,41,False,3,Mobile
I030959,U01588,M04054,2023-01-22,29,False,5,Mobile
I030960,U00812,M02342,2026-05-20,112,True,2,Smart TV
I030961,U00446,M05587,2024-08-09,130,True,3,Firestick
I030962,U02021,M02782,2024-01-02,144,True,2,Smart TV
I030963,U02474,M01268,2026-05-05,153,True,3,Smart TV
I030964,U01412,M04550,2025-12-27,104,True,5,Smart TV
I030965,U00568,M07733,2025-06-09,89,True,3,Mobile
I030966,U00383,M04795,2025-02-06,115,False,3,Mobile
I030967,U02882,M02834,2026-04-01,34,False,3,Laptop
I030968,U02722,M00108,2026-05-28,119,True,2,Mobile
I030969,U00766,M04520,2025-08-11,136,True,5,Mobile
I030970,U01992,M03118,2026-07-07,135,True,4,Firestick
I030971,U01623,M01991,2025-02-02,160,True,4,Mobile
I030972,U02738,M06153,2026-04-02,174,True,1,Smart TV
I030973,U00177,M05738,2025-10-05,24,False,4,Mobile
I030974,U02368,M00119,2025-11-22,11,False,3,Mobile
I030975,U00144,M02578,2026-02-16,113,True,2,Smart TV
I030976,U03000,M03937,2025-04-07,130,True,3,Laptop
I030977,U01877,M04423,2024-11-27,143,True,3,Smart TV
I030978,U00284,M00569,2025-11-01,77,False,4,Mobile
I030979,U02315,M07687,2025-10-25,97,False,2,Firestick
I030980,U01516,M06612,2025-10-02,134,True,3,Firestick
