movie_id,title,language,genre,release_year,decade,running_time_minutes,imdb_rating,rating_category,maturity_rating,plot,plot_word_count,is_rating_imputed,is_year_imputed
M04771,Only,English,Action,2020,2020s,97,5.1,Average,18+,"After a comet releases a mysterious virus that begins to kill all the women in the world, a young couple hides out in their over-sterilized apartment trying to fight for their lives.",32,False,False
M04772,The Lodge,Hindi,Horror,2020,2020s,108,6.1,Good,18+,"A soon-to-be-stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations finally begin to thaw between the trio, strange and frightening events threaten to summon psychological demons from her strict religious childhood.",39,False,False
M04773,Valayam,Telugu,Action,2020,2020s,138,6.0,Good,13+,"Aravind (Laksh) and Disha (Digangana) are a happy couple enjoying their married life. Suddenly, to Aravind's shock, Disha goes missing. A few clues lead him and the cops to different directions and further confusion. Aravind believes someone well known to Disha is behind this, but having only a little knowledge about Disha's past, would he be able to trace the kidnapper?",61,False,False
M04774,Aisha,Hindi,Comedy,2010,2010s,126,5.0,Average,7+,"Aisha is a 2010 Indian romantic comedy-drama film directed by Rajshree Ojha, starring Abhay Deol and Sonam Kapoor in the lead roles and Cyrus Sahukar, Arunoday Singh, Ira Dubey and Amrita Puri in supporting roles. It is set in the upper class society of Delhi, India and is an adaptation of Jane Austen's 1815 novel Emma.",56,False,False
M04775,Journey Of Bhangover,Hindi,Drama,2017,2010s,109,6.2,Good,13+,A group of friends get intoxicated at a Holi party and decide to visit every house in the village to play Holi. They later recollect their shocking actions under the influence of bhang.,33,True,False
M04776,Battledogs,Hindi,Action,2013,2010s,84,3.5,Low,13+,"New York City is under the threat of a virus that transforms humans into werewolves with extraordinary strength. While Major Hoffman understands the gravity of the situation and focuses on finding a cure for the whole of New York City infected residents, Lt. General Monning tries to get his hands on it to form an army of powerful soldiers. Will the residents of New York City be cured?",68,False,False
M04777,Crazy Rich Asians,English,Drama,2018,2010s,120,6.9,Good,16+,"Based on the acclaimed best-seller, Crazy Rich Asians follows native New Yorker Rachel Chu as she accompanies her longtime boyfriend, Nick Young, to Asia for the first time and learns he's not only from one of the country's wealthiest families but is also one of its most sought-after bachelors.",49,False,False
M04778,Ranga Patanga,Marathi,Drama,2016,2010s,98,7.5,Excellent,All,"Rangaa Patangaa is a simple tale of companionship. Of Jumman's companionship with his wife Noor, with his cattle and also with fellow farmer, Popat. The film talks about a farmer's struggle. Jumman, who has been treating his bullocks as his own children, finds them absconding from the shed on one fateful day. Thus starts the farmer's journey in search of his bullocks.",62,False,False
M04779,Ponnumani,Tamil,Romance,1993,1990s,149,6.5,Good,All,Karthik and Soundarya are sweethearts who spend their childhood together in a village. Soundarya goes off to pursue education but she and Karthik remain devoted to each other. It is decided that they marry once Soundarya's exams are over. Karthik finds Soundarya in a mentally unbalanced state in railway station and come to know she been harassed by Uday Prakash.,60,False,False
M04780,Airaa (Telugu),Telugu,Horror,2019,2010s,140,4.7,Average,13+,"Yamuna is on holiday at her grandma's village bungalow when she strikes upon the genius idea of shooting and uploading real-ghost videos. While shooting, Yamuna chances upon real ghost experiences, incident that test her belief system and rational thinking.",39,False,False
M04781,Raagam Sreeragam,Malayalam,Drama,1990,1990s,60,6.4,Good,NR,"Raagam Sreeragam is a 1990 Indian Malayalam film, directed by Jayadevan and Produced by Sree Krishna Lakshmi. The film stars Jayalalitha and Shanavas in lead roles.",26,True,False
M04782,Bal Nan Maga,Kannada,Drama,1995,1990s,137,7.1,Good,NR,"Bal Nan Maga is a 1995 Indian Kannada film, directed by C H Balaji Singh Babu and produced by K V Nagesh Kumar and D Ashok Kumar. The film stars Jaggesh, Doddanna and Ravikiran in lead roles. Music of the film was composed by Sadhu Kokila.",46,True,False
M04783,Kushi,Tamil,Family,2000,2000s,170,7.4,Good,All,"Shiva and Jenny meet at a store as kids. Years later, they join the same college. When they meet each other at a temple, they realise that they have met before. Later, Shiva and Jenny have a heated argument and they part ways. Both realise that they cannot live without each other. Their egos prevent them from expressing their feelings to each other. How they unite is the movie climax.",70,False,False
M04784,Mayabazar 2016,Kannada,Horror,2020,2020s,130,7.1,Good,13+,"An honest cop, a conman and a hopeless romantic form an unusual team during the days of demonetisation to pull off a scam. A scam that is bigger than demonetisation, but things go haywire.",34,False,False
M04785,Hum Aapke Hain Koun,Hindi,Romance,1994,1990s,193,7.5,Excellent,All,"Hum Aapke Hai Koun is Indian musical romantic-comedy film which is the Biggest Bollywood Blockbuster film of Indian Cinema. Prem loves Nisha, his brother Rajesh's sister-in-law. But when Rajesh's wife dies and his family urges him to marry Nisha for the sake of their child, Prem and Nisha decide to sacrifice their love.",53,False,False
M04786,Aerial America: Natural Wonders,English,Drama,2016,2010s,51,6.4,Good,NR,"Soar across the United States and discover the fascinating geological story behind America’s most breathtaking natural wonders, from the bottom of the Grand Canyon to the top of North America’s highest peak and across the stunning plains and valleys that lie in between.",43,True,False
M04787,Mere Khwabon Mein Jo Aaye,Hindi,Drama,2009,2000s,114,5.6,Average,All,"'Mere Khwabon Mein Jo Aaye' is the story of Maya. Maya lives in New Delhi, is married to Vikram and has a daughter Priya. Maya's life is mundane and centers around her family. One evening she overhears a conversation between her husband and another woman and realises that he's having an affair. Her simple, family centric life around her breaks down forever.",62,False,False
M04788,Path O Prasad,Bengali,Drama,1991,1990s,134,6.8,Good,NR,Dipannita is a poor widow who lives with her son Niladri and sews all day and night to earn bread for themselves. Nilu is an intelligent young boy and has learnt quite a few lessons and poetries from his mother. One day a solicitor comes to meet Dipannita and explains to her that Niladri’s grandfather has expressed interest to adopt Niladri and take charge of him although he does not want Di ...,73,True,False
M04789,Triple Seat,Marathi,Romance,2019,2010s,126,6.0,Good,All,"A young, happy couple`s life gets turned upside down when the guy receives a call from an unknown woman who claims to be in danger. A new take on the classic love triangle, Triple Seat brings to you a light-hearted story about wireless love.",44,False,False
M04790,Simul Parul,Bengali,Action,1998,1990s,139,1.6,Low,NR,"Simul and Parul are childhood friends. One can feel what the other is feeling even when they are not together. But Parul's father, the evil Mondal, had killed Simul's father. Now Mondol wants to kill Simul for being friends with Parul. In the end of film. Simul and Parul's innocent love triumph over hatred.",54,False,False
M04791,Restricted Area Plot No. 666,Hindi,Drama,2014,2010s,95,3.5,Low,18+,"Six young friends go through the trauma of their lives as they come onto an abandoned piece of property known as ""Plot No. 666."" Being a restricted area because it is the site of many people's deaths, the local villagers fear coming to this area.",45,False,False
M04792,Superstar,Marathi,Comedy,2011,2010s,141,4.9,Average,All,"Superstar is based on two funny stand-up artistes (Ranga and Baja) working in a local tamasha. A film unit shooting in their village, finds itself in trouble when the lead actor does not show up. Ranga gets casted in his film when the producer & actress are impressed with his acting. Soon, cracks start developing in their friendship when Ranga becomes a star overnight and Baja feels neglected.",68,False,False
M04793,Mee Sindhutai Sapkal,Marathi,Drama,2010,2010s,107,7.0,Good,All,The story revolves around Sindhutai and her achievements reflecting the fate of millions of exploited women through out the world.,20,False,False
M04794,Agnipath,Bengali,Action,2017,2010s,155,5.4,Average,13+,A Bengali film about three brothers who share a close bond. What happens when one of them gets killed?,19,False,False
M04795,Palunku,Malayalam,Drama,2006,2000s,129,6.4,Good,All,"Monichan, a villager, moves to a city with his family to provide better education for his daughters. He ends up paying a deadly price after he is influenced by the people around him to carry out illegal activities.",38,False,False
M04796,Kireedamillatha Rajakkanmar,Malayalam,Drama,1996,1990s,133,5.1,Average,NR,"Kireedamillatha Rajakkanmar is a 1996 Indian Malayalam film, directed by Kalabhavan Ansar. The film stars Prem Kumar and Annie in lead roles.",22,False,False
M04797,Jess + Moss,English,Drama,2011,2010s,81,6.4,Good,NR,"Jess, age 18, and Moss, age 12, are cousins in the dark-fire tobacco fields of rural Western Kentucky. Without immediate families that they can relate to, and lacking friends their own age, they venture on a journey confronting their deepest secrets.",41,False,False
M04798,Aa Okkadu,Telugu,Thriller,2009,2000s,154,6.6,Good,All,"Aa Okkadu is a gripping thriller of a psychiatrist who is framed in four murders. Pavitra (Madhurima) is suspected for killing her brother-in-law and slowly a few people associated with her also get killed under mysterious circumstances. The rest of the film is about how Sri Krishna (Suresh Gopi) a criminal lawyer, finds the killer and proves Pavitra innocent.",59,False,False
M04799,Jeena Hai Toh Thok Daal,Hindi,Thriller,2012,2010s,123,5.5,Average,NR,"Four mercenaries, who have grown up in the cradle of crime in Bihar come from different age groups but are united in being the perfect hell raisers. Their freewheeling passion and addiction to thrill push them to take the route which very few can think of. In pursuit of one such crime, they set out to the city of dreams - Mumbai. But their ambitious plan comes to a screeching halt when one o ...",75,False,False
M04800,Sanyasi Raja,Bengali,Action,1975,1970s,139,7.9,Excellent,NR,"Surya Kishore Roy Chowdhury, the zamindar of a state was a man with a romantic bent of mind. He loved playing chess. His wife Indu thought that he never cared about her but her opinion was wrong. A doctor who was helped by the jamindar during his student days took shelter in the palace and then tried to kill the zamindar. He then threatened Indu. The zamindar was fortunately saved by a monk ...",74,False,False
M04801,Utsavamelam,Malayalam,Drama,1992,1990s,137,5.2,Average,NR,"There persists a prolonged combat between two rival clans of a village, who confront each other to preside over the village's temple festival every year. Will the rampant race see its end?",32,False,False
M04802,Police Power,Kannada,Drama,1995,1990s,126,5.3,Average,NR,"Police Power is a 1995 Indian Kannada film, directed by Yogish Hunsur and produced by N Kumar and D Ashok Kumar. The film stars Devaraj, Prema, Sudheer and Ramesh Bhat in lead roles. Music of the film was composed by Hamsalekha.",41,False,False
M04803,Sansaar Sangram,Bengali,Drama,1995,1990s,161,6.8,Good,NR,Anand loses his father as a young boy. He is forced to quit his studies and to take care of his entire family and struggles a lot while doing so. This story marks his sufferings and struggles.,37,True,False
M04804,Dugga,Bengali,Horror,2020,2020s,14,6.8,Good,13+,"Goddess Durga defeated the demons, but can Dugga - our protagonist, overpower the demons within her mind?",17,True,False
M04805,The Bank Job,Hindi,Drama,2008,2000s,107,7.2,Good,18+,Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry. But Terry and his crew don't realize the boxes also contain a treasure trove of dirty secrets - secrets that will thrust them into a deadly web of corruption and illicit scandal.,60,False,False
M04806,Top Cat (Hindi),Hindi,Action,2012,2010s,86,6.2,Good,All,"Top Cat Is An Award Winning Super Hit Hollywood Kids Action Comedy Hindi Movie, Directed By Alberto Mar. It Garnered Two Awards From Four Nominations. Top Cat Is Smitten By A Cat Named Trixie But She Isn't Interested In Him. To Woo Her, He Tries To Get Some Rubies From The Maharajah Of Peekajoo, But The New Police Chief, Strickland, Is On His Tail.",64,True,False
M04807,The Raid 2,Hindi,Drama,2014,2010s,144,8.0,Excellent,18+,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",31,False,False
M04808,Beverly Hills Cop II,English,Drama,1987,1980s,102,6.5,Good,18+,"The heat’s back on! And Eddie Murphy is cool as ever in this sizzling, smash-hit sequel to Beverly Hills Cop.",20,False,False
M04809,The Intern,English,Comedy,2015,2010s,121,7.1,Good,13+,"Oscar® winners Robert De Niro and Anne Hathaway star in this workplace romantic comedy from Nancy Meyers. Discovering that retirement isn't all it's cracked up to be, De Niro's widower character gets back in the game as a senior intern at an online fashion site, founded and run by Hathaway's character.",51,False,False
M04810,Agni IPS,Kannada,Action,1997,1990s,125,7.9,Excellent,NR,"Agni (Saikumar) is an honest and short-tempered police officer who clashes with a dangerous gangster called Kotwal (Sathyaprakash), while clearing a riot created by him on the streets Agni loses his friend Baasha Khan (Rockline Venkatesh). Agni marries Ranjitha after being stalked and troubled by her. The three students Raghupathi, Raghava and Rajaram who are responsible for ruining the coll ...",61,False,False
M04811,Bobbili Puli,Telugu,Drama,1982,1980s,169,7.2,Good,NR,"Bobbili Puli is a 1982 Indian Telugu film, directed by Dasari Narayana Rao and produced by Vadde Ramesh. The film stars NTR, Sridevi, Kongara Jaggaiah and Kaikala Satyanarayana in lead roles. The film had musical score by J.V. Raghavulu.",39,False,False
M04812,Gumnaami,Bengali,Action,2020,2020s,139,7.8,Excellent,13+,"Gumnaami is a film based on the Mukherjee Commission Hearings which happened from 1999 to 2005, where the three theories about Netaji Subhas Chandra Bose's death were discussed and debated. It is a dramatization of the hearings where an investigative journalist supporting the Gumnaami Baba theory locks horns with the official lawyer who supports the plane crash theory.",58,False,False
M04813,Dedh Ishqiya,Hindi,Action,2014,2010s,141,7.1,Good,13+,"Two poachers Khalujaan and his nephew Babban get away with stealing a prized royal necklace. During police chase, they get separated and meet months later at a palace, where Khalujaan is competing with Urdu poets to win the heart of a widowed heiress, Begum Para. Meanwhile, Babban warms up to Begum's aide, Muniya. The story takes a turn when Begum Para gets kidnapped.",63,False,False
M04814,Jackpot,Hindi,Comedy,2013,2010s,91,2.0,Low,18+,"Jackpot is a Hindi comedy thriller starring Sunny Leone, Naseeruddin Shah and Sachiin J Joshi. With sharp comic one-liners and crazy characters, set entirely in Goa against the backdrop of casino boats. The film goes back and forth in time, capturing one Goan monsoon of Full Jhol. It's a card game between the players in the con. Who will come out Aces and who will end up being the Joker?",70,False,False
M04815,Appu Chesi Pappu Koodu,Telugu,Romance,2011,2010s,150,7.9,Excellent,All,Appuchesi Pappukudu is a humorous tale of debtor Ramadasu (CSR Anjaneyulu) and creditor Dewan Bahadur (SV Ranga Rao). Ramadasu wants his already married son Raghu (Jaggaiah) to marry Dewan's daughter Majari (Savitri) for wealth & riches. Raja (NTR) brother-in-law of Raghu walks in to teach everyone a lesson. The film is a mix of family drama with sibling sentiment and love track.,62,False,True
M04816,Super Nova 459,Kannada,Drama,1994,1990s,134,6.7,Good,NR,"Super Nova 459 is a 1994 Indian Kannada film, directed by Sundar Krishna Urs and produced by Shakunthala. The film stars Master Deepak, Master Mahaveer, Baby Keerthi, Ramakrishna, Srilalitha in lead roles. The film has musical score by Vijaya Bhaskar.",40,False,False
M04817,Ekanta Apan,Bengali,Action,1987,1980s,145,6.8,Good,NR,"The story revolves around two friends Sudipa and Keya. While Sudipa is a rich man’s only daughter, Keya belongs to a middle class background. Keya’s elder brother works in a factory and is the union leader there. One thing leads to another, and due to no apparent fault of his own the brother gets killed. This incident makes a profound effect on keya’s other brother Ranobir, who becomes a goo ...",71,True,False
M04818,Qayamat - City Under Threat,Hindi,Action,2003,2000s,156,4.7,Average,18+,A Muslim CBI Officer Akram Sheikh (Sunil Shetty) is on the verge of nabbing three dreaded Pakistani arms dealers. Will he succeed in his mission?,25,False,False
M04819,Raja,Hindi,Romance,1995,1990s,156,5.3,Average,13+,"Madhu and Raja fall in love and decide to get married. However, Madhu's two elder brothers oppose their alliance as Raja does not come from a wealthy family. As the story progresses, the couple discovers that their families share a bitter past.",42,False,False
M04820,Vaalu,Tamil,Romance,2015,2010s,151,4.7,Average,All,"Sharp, an unemployed youth, falls in love with Priya, and learns that she is engaged to her maternal uncle who is an influential thug. Sharp struggles to win Priya's love against all odds.",33,False,False
M04821,MLA Fatakesto,Bengali,Drama,2017,2010s,139,6.8,Good,13+,A Bengali film about a goon who gets to be the Home Minister for a week. How will he deal with the problems he faces?,25,True,False
M04822,San Andreas,English,Action,2015,2010s,114,6.1,Good,13+,"After the San Andreas Fault triggered a magnitude 9 earthquake, a rescue helicopter pilot and his estranged wife make their way to San Francisco to save their only daughter.",29,False,False
M04823,Shikaar,Hindi,Romance,1999,1990s,135,6.2,Good,NR,"Sree Nath falls in love with a poor woman and both get intimate, resulting in her getting pregnant. When the time comes for Sree to marry her, he renounces her and instead marries the daughter of wealthy Mr. Saxena. She gives birth to a boy, Vikram, and shortly thereafter passes away. Sree's step-brothers, Badri and Kedar, move in with Sree, and soon his health starts to deteriorate. They hi ...",70,True,False
M04824,Hum To Mohabbat Karega,Hindi,Thriller,2000,2000s,148,2.7,Low,13+,"Raju, a waiter, is crazy about TV reporter, Geeta. During an investigation, in order to prolong their meetings, he bears false witness to a murder and misleads the police with a fake description.",33,False,False
M04825,Hum Hai Rahi Pyar Ke,Hindi,Family,1993,1990s,155,7.4,Good,All,"Rahul, the manager of a company that's heavily indebted, has to bring up his two mischievous nephews and a niece. One day, the kids go to a carnival and befriend a runaway bride named Vyjayanti. Trouble ensues when they decide to help her by bringing her home and keep her out of Rahul's sight.",54,False,False
M04826,Hyderabad Love story,Telugu,Romance,2018,2010s,140,6.4,Good,13+,"Bhagya Lakshmi  falls head over heels for Karthik. She tries hard and somehow wins over Karthick. When everything seems to be going fine between the couple, Karthick's ex-lover, Vaishnavi come into the scene and disrupts the love story. Why did Vaishnavi come back into Karthick's life? What problems did she create  and how does he come out of this mess? That forms the rest of the story.",67,True,False
M04827,Daawat e Ishq,Hindi,Romance,2014,2010s,118,6.1,Good,7+,"A deliciously romantic coming together of Gullu (Parineeti Chopra), a Hyderabadi shoe-sales girl disillusioned with love because of her encounters with dowry-seeking men; and Taru (Aditya Roy Kapur), a Lucknawi cook who can charm anybody with the aroma and flavours of his biryani and kebabs.",45,False,False
M04828,Date Movie,English,Drama,2006,2000s,82,2.8,Low,18+,"Spoof of romantic comedies which focuses on a man (Campbell), his crush (Hannigan), his parents (Coolidge, Willard), and her father (Griffin).",21,False,False
M04829,Elaan,Hindi,Action,2005,2000s,145,4.4,Average,18+,"Karan travels to Italy along with Arjun, a former policeman, and Abhimanyu. He wants to find the gangster Baba Sikander and his brothers in order to bring them to justice for killing his father.",34,False,False
M04830,Pathala Bhairavi,Telugu,Romance,2011,2010s,182,8.4,Excellent,All,"Pathala Bhairavi is considered as one of the 100 greatest Indian films of all time. It's the story of Thotaramudu (NTR) and a sorcerer (SVR). Thota faces opposition when he falls in love with a princess. He then seeks the help of sorcerer, who secretly plans to sacrifice Thota to Goddess Patala Bhairavi.",53,False,True
M04831,Bailampudi,Telugu,Action,2019,2010s,115,6.8,Good,13+,"Ravi (Harish Vinay), an auto driver falls for Kalyani (Tanishq Rajan) who happens to be the daughter of the village head Guru Narayan( Brahmanandareddy). The twist in the tale arises when Guru Narayan gets killed by Ravi. During his last breath, he reveals a secret about Kalyani which leaves Ravi stunned.",51,False,False
M04832,Tor Nam,Bengali,Romance,2017,2010s,150,6.8,Good,13+,"A Bengali film about Swapna and Raju, who are in love, but are separated by Swapna’s parents. Will they unite?",20,True,False
M04833,Che Guevara: The Face That Lead a Revolution,English,Drama,2020,2020s,23,6.4,Good,13+,"Ernesto “Che” Guevara led a cocooned life until he set off on a motorcycle journey across South America during his days in medical school. Radicalized by the poverty, hunger & disease that he witnessed, Che felt he needed to join the arena of armed struggle to better help the people. Executed by Bolivian forces at the age of 39, why does his visage still stand as a symbol of revolution worldwide?",71,True,False
M04834,Menka Urvashi,Marathi,Drama,2019,2010s,149,6.6,Good,13+,"Tukaram Patil, the rich and powerful baron of the village, is obsessed with power and driven by self-interest. Circumstances put him at odds with a poor farmer named Dhanaji, and he plots a devious scheme to bring Dhanaji down. As Patil's tyranny continues, destiny intervenes in the form of a lavani dancer named Ambika, who takes it upon herself to make sure that justice is served.",66,True,False
M04835,Richie,Tamil,Drama,2017,2010s,104,5.3,Average,13+,"The movie narrates about certain individuals - Richie (Nivin Pauly), a local thug, Selva (Natraj), a boat mechanic who is struggling to recover from the loss of his friend and Megha (Shraddha Srinath), a local journalist. How the lives of these characters get intertwined is this multiple narrative.",48,False,False
M04836,Generation Aami,Bengali,Drama,2018,2010s,118,7.6,Excellent,13+,"This is a coming-of-age story of friendship, parenting, growing up and finding yourself. A 17-year-old boy's relationship with his parents is tested as he discovers teenage rebellion and fun in the company of a cool but troubled 19-year-old girl who shakes things up giving him the courage to be true to himself.",52,False,False
M04837,The Legend of Hercules,English,Action,2014,2010s,98,4.2,Average,13+,"The origin story of the mythical Greek hero. Betrayed by his stepfather, the King, and exiled and sold into slavery because of a forbidden love, Hercules must use his formidable powers to fight his way back to his rightful kingdom.",40,False,False
M04838,Kuppivala,Malayalam,Drama,2017,2010s,135,6.4,Good,All,"Kuppivala is a Malayalam movie starring Ananth K. Jayachandran and Sruthi Surendran in prominent roles. The cast also includes Kochu Preman and Mohan Ayiroor. It is a drama movie directed by Suresh Pillai, with Santhosh Olathanni as writer, forming part of the crew.",43,True,False
M04839,Mr. Bharath,Telugu,Drama,1989,1980s,145,7.2,Good,NR,"Mr. Bharath is a 1989 Indian Telugu film, directed by Raja Chandra and produced by Jaya Krishna. The film stars Raja Chandra, Sobhan Babu, Suhasini and Sarada in lead roles. Music of the film was composed by Ilayaraaja.",38,False,False
M04840,Hum Kissi Se Kum Nahin,Hindi,Romance,2002,2000s,155,4.4,Average,13+,"Munna Bhai, a dreaded Mumbai gangster, falls in love with a young woman named Komal. Things go hilariously awry when Munna sets out to marry her and has to fight off Dr. Rastogi, her brother, and Raja, her vagabond boyfriend.",40,False,False
M04841,Balaka Ambedkar,Kannada,Action,1991,1990s,112,7.1,Good,NR,"Balaka Ambedkar 1991 Indian Kannada Movie Directed by Basavarj Kesthur Produce by Smt S Sugunananda Kumari Star Cast Chiranjeevi Vinay, Master Amith, Master Umesh, Theertha Prasad, Jagannatha Rao, Mahendra, Ashwin Kumar, Gangadhar, Basavanna, in lead roles, The film music by Samrat.",41,True,False
M04842,Soaring Highs and Brutal Lows,English,Drama,2020,2020s,93,6.4,Good,13+,"Soaring Highs and Brutal Lows celebrates the stories of eight female vocalists in the heavy metal genre. Through personal interviews, behind the scenes insights, and concert footage, these women describe in their own words, their choices, their lives, and the hardships and triumphs of being center stage in what is widely perceived as a male-dominated music scene.",57,True,False
M04843,Shubh Kaamna,Hindi,Drama,1983,1980s,138,6.3,Good,NR,"Ratan (Rakesh Roshan) is a self-styled, and rather compulsive do-gooder. His manner often alienates him from his superiors and bosses, which is why he often ends up getting fired. He comes across Sujata (Rati Agnihotri) and her family, and finds out that Sujata cannot get married because her father (Sujit Kumar) is not wealthy enough to afford a dowry. Ratan decides to get involved indirectl ...",66,False,False
M04844,Mooga Nomu,Telugu,Romance,2011,2010s,168,7.9,Excellent,All,"Mooga Nomu is the remake of a Tamil superhit Kalathur Kannamma. Venu (ANR) who belongs to a rich family falls in love with Gauri (Jamuna), daughter of the farmer of his estate. He marries her secretly and moves abroad for higher studies. His father learns about their marriage and orders Gauri to forget his son. What happens to a pregnant Gauri who has to take a life-changing decision?",68,False,True
M04845,Athagaru Swagatham,Telugu,Drama,1998,1990s,115,6.4,Good,NR,"Athagaru Swagatham is a 1998 Indian Telugu film, directed by Kodi Ramakrishna and produced by Vakada Apparao and D. Ramakrishna Raju. The film Stars Kalyan Chakravarthy, Ashwini, Kanchana and Bhanumathi in lead roles. The music of the film was composed by K. V. Mahadevan.",44,True,False
M04846,Janam Janamer Saathi,Bengali,Romance,2002,2000s,145,6.8,Good,NR,Seema and Jeeban love each other. But Seema’s father is against their union because Seema belongs to a rich family and Jeeban is a poor peasant. Seema’s father gets her married to his friend’s son forcefully. She loses her husband and is back to the village where her romance with Jeeban was budding. The story follows the course of their separation and union.,63,True,False
M04847,Queen,Malayalam,Action,2018,2010s,155,8.2,Excellent,13+,"The death of their classmate Chinnu (Saniya Iyappan) , who becomes the victim of sexual assault, triggers a group of college students to rally and fight for her justice. Do these students succeed in putting the perpetrators behind bars?",39,False,False
M04848,Epic Movie,English,Drama,2007,2000s,84,2.4,Low,All,"A comedic satire of films that are large in scope, reputation and popularity.",13,False,False
M04849,The Truman Show,English,Drama,1998,1990s,102,8.1,Excellent,7+,"Truman doesn’t realize that his quaint hometown is a giant studio set run by a visionary producer/director/creator (Ed Harris), that folks living and working there are Hollywood actors, that even his incessantly bubbly wife is a contract player.",38,False,False
M04850,Dead Trigger,English,Action,2019,2010s,91,3.6,Low,18+,"A mysterious virus has killed billions and turned many others into bloodthirsty zombies. Unable to stop the virus, the government develops a video game, ""Dead Trigger,"" that mirrors the terrifying events that curse the world.",35,False,False
M04851,Andhra Hendthi,Kannada,Drama,2000,2000s,132,7.1,Good,NR,"Andhra Hendthi is a 2000 Indian Kannada film, directed by A R Babu and produced by N L Narayanappa. The film stars Ramya Krishnan, Madan Mallu, Ananthnag and Karibasavaiah in lead roles. Music of the film was composed by A R Babu.",42,True,False
M04852,Chori Chori,Hindi,Romance,2009,2000s,140,7.8,Excellent,All,"When Her Father Disapproves Of Her Relationship With Sumankumar, Kammo Runs Away To Be With Him. Her Father Is In For A Shock When She Returns Home A Few Days Later As A Changed Woman.",35,False,True
M04853,Eradu Rekhegalu,Kannada,Drama,1984,1980s,152,7.1,Good,NR,"Eradu Rekhegalu is a 1984 Indian Kannada film, directed by ""K Balachandar"" and Produced by ""J Chandulal Jain, V Natarajan"".The film Stars ""Srinath, Saritha, Geetha, K S Ashwath, Lokanath, Shivaram, Sadashiva Brahmavar, N S Rao"", in lead roles. The film had musical score by ""M S Vishwanathan"".",47,True,False
M04854,Adithyan IPS,Tamil,Drama,1999,1990s,91,6.4,Good,NR,"Adithyan IPS is a 1999 Indian Tamil film, directed by Saleem Baba and produced by G. P. R. Vithal and R. Saravanan. The film stars Vani Viswanath, Kalabhavan Mani, Bheeman Raghu, Rajan P Dev, Vinita and Baburaj in lead roles.",40,True,False
M04855,Veer Abhimanyu,Hindi,Action,2012,2010s,67,6.2,Good,All,"Veer Abhimanyu is the story of the warrior prince Abhimanyu and his childhood escapades. His training and expertise in weaponry make his entry into the epic battle of Kurukshetra necessary, and this proves to be the turning point in this legendary war between right and wrong.",46,True,False
M04856,Puppy,Tamil,Romance,2019,2010s,104,5.0,Average,13+,"Prabhu (Varun) is a happy go lucky college student. The one soul that he truly loves is his female Labrador Puppy. After a series of bungles, Prabhu hits on the new tenant in his building Ramya (Samyukta Hegde) and gets her pregnant even as puppy also is in the family way. His pet dog puppy is severely ill, which worries both Prabhu and Ramya. How will he fix the things forms crux of the story.",75,False,False
M04857,Thangamana Raasa,Tamil,Action,1989,1980s,135,5.8,Average,NR,"Vinu Chakravarthy gets cheated by his brother and loses his money, following which a quarrel erupts between them and Vinu Chakravarthy accidentally kills his brother out of anger. Vinu Chakravarthy is sentenced to life time imprisonment. Rajeev is Vinu Chakravarthy's brother's son. Rajeev gets furious knowing about his father's death and vows to take revenge by killing Vinu Chakravarthy. Wil ...",61,False,False
M04858,The Map of Tiny Perfect Things,English,Romance,2021,2020s,99,6.8,Good,13+,"Quick-witted teen Mark (Kyle Allen) is contentedly living the same day in an endless loop when his world is turned upside-down by the mysterious Margaret (Kathryn Newton), also stuck in the same loop. What follows is a love story with a fantastical twist, as the two struggle to figure out how – and whether – to escape their never-ending day.",60,False,False
M04859,Krishna Arjun,Hindi,Action,1997,1990s,130,6.9,Good,NR,"Sharda Yadav is the widow of Ramnath, who was a freedom fighter. Now she lives a poor but very respectable lifestyle with her two sons, Krishna and Arjun, in a small rural town in India. Years pass by, Krishna and Arjun have both grown up. Krishna and his mom would like to send Arjun to Bombay to study and become a professional. Accordingly, Arjun travels to Bombay, where he resides in a hos ...",74,False,False
M04860,Back to the Future II,English,Sci-Fi,1989,1980s,107,7.8,Excellent,All,Marty McFly (Michael J. Fox) and Doc Brown (Christopher Lloyd) launch themselves to the year 2015 to fine-tune the future and inadvertently disrupt the space/time continuum.,26,False,False
M04861,Ullam Kollai Poguthae,Tamil,Romance,2001,2000s,143,7.7,Excellent,All,"Anbu (Prabhu Deva), a dubbing artiste, falls in love with his sister's friend Jyothi (Anjala Zaveri), who is actually in love with Gautham (Karthik). Just when Jyothi and Gautham are about to get married, Karthik dies in an accident and it changes the course of their lives.",47,False,False
M04862,Chopper,Bengali,Romance,2017,2010s,84,7.2,Good,13+,"A political Bengali drama about the love of Rajat and Rina, blossoming amidst the struggle of the working class.",19,False,False
